,date,amount_spend,user_id
4284,2019-09-25 10:30:13.041,casual,user_36506
4285,2019-05-31 04:01:26.406,rookie,user_43942
4287,2019-08-14 04:03:11.731,casual,user_78752
4288,2019-08-28 21:35:32.067,rookie,user_78384
4289,2019-07-23 02:09:15.949,casual,user_8590
4290,2019-08-28 23:28:28.629,casual,user_30912
4291,2019-09-14 18:36:41.994,rookie,user_25765
4292,2019-06-29 09:25:16.255,rookie,user_55000
4293,2019-08-29 08:57:01.292,rookie,user_70724
4294,2019-10-01 02:26:54.008,casual,user_93850
4295,2019-09-28 14:19:04.480,rookie,user_97197
4296,2019-07-24 01:13:17.092,casual,user_81665
4297,2019-10-03 15:29:08.770,casual,user_41731
4298,2019-08-02 20:00:55.315,casual,user_21664
4299,2019-09-17 20:29:48.959,casual,user_41731
4300,2019-07-27 03:49:53.040,casual,user_18490
4301,2019-07-31 17:58:50.312,rookie,user_60876
4302,2019-10-08 03:16:26.939,rookie,user_87493
4303,2019-08-10 05:14:23.548,rookie,user_4675
4304,2019-07-12 15:53:08.978,rookie,user_12153
4306,2019-09-01 20:06:00.823,rookie,user_64760
4307,2019-07-12 00:49:18.231,rookie,user_85895
4308,2019-08-25 23:23:36.830,rookie,user_39689
4309,2019-07-11 07:05:05.111,casual,user_36908
4310,2019-08-27 01:03:12.378,rookie,user_63810
4311,2019-06-12 03:43:20.874,rookie,user_85210
4312,2019-08-27 18:30:09.809,rookie,user_22648
4313,2019-10-02 14:58:25.515,rookie,user_59918
4314,2019-09-16 04:20:21.712,rookie,user_4000
4315,2019-10-10 04:27:27.608,casual,user_41731
4316,2019-09-02 03:30:10.626,rookie,user_54287
4317,2019-07-12 07:50:15.961,rookie,user_36908
4319,2019-08-05 13:48:33.040,rookie,user_77965
4320,2019-06-20 04:31:57.142,rookie,user_92393
4321,2019-08-20 17:52:43.437,rookie,user_101030
4322,2019-09-06 19:53:15.758,rookie,user_53708
4323,2019-07-29 04:36:31.182,rookie,user_67465
4324,2019-06-26 02:15:18.560,casual,user_14751
4325,2019-06-01 15:08:22.167,rookie,user_85179
4326,2019-09-26 06:33:15.632,rookie,user_79175
4327,2019-09-10 11:23:12.053,rookie,user_47099
4329,2019-09-25 17:42:51.272,casual,user_70175
4330,2019-08-27 13:37:42.747,rookie,user_34055
4332,2019-08-22 20:48:35.602,rookie,user_93850
4333,2019-09-23 18:00:45.082,casual,user_82327
4334,2019-06-03 00:49:00.182,rookie,user_61316
4335,2019-08-18 12:41:48.246,rookie,user_36506
4336,2019-07-27 22:49:35.997,rookie,user_107585
4337,2019-07-25 18:22:28.004,rookie,user_96257
4338,2019-07-25 06:24:23.108,whale,user_57454
4339,2019-07-14 14:31:01.309,casual,user_4892
4341,2019-07-01 01:12:25.881,casual,user_105859
4342,2019-07-22 05:10:03.651,rookie,user_60495
4343,2019-05-27 18:28:50.883,rookie,user_15920
4344,2019-08-01 23:04:34.159,rookie,user_27915
4345,2019-07-06 22:42:48.694,rookie,user_39103
4346,2019-08-29 03:11:19.776,rookie,user_97197
4347,2019-08-23 03:57:12.529,rookie,user_106710
4348,2019-09-30 00:54:26.194,rookie,user_24278
4349,2019-09-09 20:56:42.341,rookie,user_104351
4350,2019-08-31 18:13:44.503,rookie,user_14367
4351,2019-08-26 09:13:51.160,rookie,user_91088
4352,2019-06-04 05:29:57.782,rookie,user_105166
4353,2019-05-20 15:19:49.616,casual,user_2329
4354,2019-07-13 06:04:25.284,rookie,user_104067
4357,2019-07-29 01:18:46.273,rookie,user_9439
4359,2019-06-25 02:31:28.463,rookie,user_84459
4360,2019-07-03 23:25:17.343,rookie,user_90303
4361,2019-09-14 03:07:05.671,casual,user_37380
4362,2019-09-10 20:22:36.246,casual,user_109967
4363,2019-09-26 16:37:55.884,rookie,user_52892
4364,2019-07-19 17:42:05.815,rookie,user_94772
4365,2019-06-28 04:14:02.531,rookie,user_87050
4366,2019-07-20 02:09:07.996,rookie,user_29559
4367,2019-08-31 05:40:52.318,rookie,user_102167
4368,2019-07-31 12:30:26.215,rookie,user_102167
4369,2019-06-29 06:47:28.030,player,user_10851
4370,2019-09-30 15:42:24.794,rookie,user_90069
4371,2019-09-26 02:24:08.440,rookie,user_27746
4372,2019-07-03 12:14:46.361,rookie,user_9645
4373,2019-05-31 06:08:11.122,rookie,user_350
4374,2019-09-08 20:49:08.260,rookie,user_66320
4375,2019-09-19 13:12:09.845,rookie,user_41731
4376,2019-08-27 13:44:44.615,rookie,user_90696
4377,2019-07-09 21:16:12.634,casual,user_108628
4378,2019-08-05 22:02:16.889,rookie,user_49715
4379,2019-10-01 21:04:59.829,player,user_109745
4380,2019-08-06 00:38:10.287,casual,user_51335
4381,2019-09-24 19:38:06.654,rookie,user_101030
4382,2019-07-12 17:44:01.691,casual,user_22874
4384,2019-08-10 03:43:02.146,rookie,user_58629
4385,2019-09-04 21:53:38.475,rookie,user_46318
4386,2019-05-31 01:09:48.287,rookie,user_52879
4387,2019-08-26 08:27:44.054,rookie,user_13462
4388,2019-07-20 19:52:40.027,casual,user_43887
4389,2019-08-07 00:45:25.252,rookie,user_100333
4390,2019-09-02 00:16:17.338,rookie,user_43164
4391,2019-07-08 11:32:04.087,rookie,user_33351
4392,2019-07-06 16:03:21.427,rookie,user_105309
4393,2019-09-07 22:02:01.025,rookie,user_90847
4394,2019-08-14 06:19:19.979,rookie,user_60518
4395,2019-08-26 18:49:10.401,rookie,user_76378
4396,2019-07-17 12:45:36.716,rookie,user_26156
4397,2019-09-07 15:04:29.417,player,user_73677
4398,2019-08-11 06:22:27.954,rookie,user_50235
4399,2019-10-10 00:10:50.540,rookie,user_79380
4400,2019-10-07 23:23:15.174,rookie,user_12593
4401,2019-06-06 01:45:09.336,casual,user_93306
4402,2019-08-06 01:21:40.631,player,user_92457
4403,2019-10-07 12:25:15.254,casual,user_41731
4404,2019-09-11 05:54:18.142,casual,user_57454
4405,2019-09-28 21:28:02.905,rookie,user_70350
4406,2019-07-31 07:47:21.259,casual,user_86390
4407,2019-06-03 07:47:42.943,rookie,user_97074
4410,2019-08-30 05:06:37.233,casual,user_103817
4411,2019-07-05 04:44:46.284,rookie,user_108923
4412,2019-08-25 04:14:13.136,rookie,user_88554
4413,2019-07-24 09:52:14.754,rookie,user_14367
4414,2019-07-06 10:28:02.856,casual,user_107959
4415,2019-08-09 21:46:46.762,rookie,user_86390
4416,2019-07-29 23:58:22.606,casual,user_66237
4417,2019-08-28 12:43:20.336,rookie,user_60332
4418,2019-09-02 23:06:58.953,rookie,user_67011
4419,2019-10-04 03:14:53.940,rookie,user_43930
4420,2019-08-19 09:56:19.914,casual,user_31062
4421,2019-08-20 10:58:38.916,rookie,user_34125
4423,2019-07-30 18:13:30.651,rookie,user_19606
4424,2019-07-23 00:33:40.448,rookie,user_107900
4425,2019-10-04 00:11:10.124,rookie,user_104697
4426,2019-08-12 01:18:29.776,rookie,user_102318
4427,2019-07-09 22:54:31.119,rookie,user_50149
4428,2019-08-12 17:38:57.016,rookie,user_46174
4429,2019-08-10 20:56:12.773,casual,user_97935
4430,2019-09-09 01:14:21.848,rookie,user_66958
4431,2019-09-10 23:41:37.065,rookie,user_4510
4432,2019-07-25 19:00:40.856,casual,user_54730
4435,2019-08-17 14:14:18.514,rookie,user_71954
4436,2019-10-08 13:01:16.002,casual,user_43887
4437,2019-07-18 03:30:01.212,casual,user_8590
4438,2019-07-15 00:55:08.550,rookie,user_54564
4440,2019-08-07 22:25:00.726,rookie,user_58623
4442,2019-06-29 03:30:36.687,rookie,user_46800
4443,2019-06-29 03:49:27.028,rookie,user_20733
4444,2019-09-07 02:08:43.264,rookie,user_60954
4445,2019-09-19 16:39:14.540,casual,user_68930
4446,2019-07-13 13:57:00.316,rookie,user_47231
4447,2019-07-19 04:17:38.000,rookie,user_91073
4448,2019-07-22 23:54:31.711,player,user_55251
4450,2019-10-09 09:07:17.312,rookie,user_17485
4452,2019-07-25 02:23:19.329,rookie,user_71402
4453,2019-07-14 21:53:34.779,rookie,user_110365
4454,2019-10-09 13:11:12.733,casual,user_82580
4455,2019-09-04 21:12:28.249,rookie,user_109967
4456,2019-09-19 14:50:50.249,rookie,user_41731
4457,2019-07-25 13:53:08.628,rookie,user_61954
4459,2019-10-10 05:54:37.415,rookie,user_41731
4461,2019-09-06 12:28:43.448,rookie,user_19479
4462,2019-07-19 21:18:53.090,casual,user_7819
4463,2019-08-02 23:45:13.369,rookie,user_102190
4464,2019-08-28 10:37:25.001,rookie,user_70436
4465,2019-09-26 17:16:47.402,rookie,user_72046
4466,2019-09-18 02:04:40.445,casual,user_94528
4467,2019-06-14 09:16:52.785,rookie,user_107900
4469,2019-07-11 21:50:54.958,casual,user_32149
4470,2019-08-07 11:51:04.075,rookie,user_22568
4471,2019-08-22 23:04:01.238,casual,user_60929
4472,2019-07-25 17:55:18.805,rookie,user_111297
4473,2019-05-29 01:06:26.433,casual,user_93306
4474,2019-06-29 04:07:07.965,rookie,user_101904
4475,2019-09-22 09:09:44.543,rookie,user_70548
4476,2019-07-20 19:19:49.500,rookie,user_43887
4477,2019-08-03 01:55:07.522,rookie,user_56280
4478,2019-10-04 05:00:12.539,rookie,user_89800
4479,2019-07-07 06:05:01.272,rookie,user_88027
4480,2019-08-31 00:04:32.335,rookie,user_56280
4481,2019-07-18 17:31:48.590,rookie,user_87686
4482,2019-08-31 07:24:46.263,casual,user_53526
4483,2019-09-07 14:56:50.372,rookie,user_60132
4485,2019-10-10 01:26:48.596,casual,user_75976
4486,2019-06-18 01:06:51.311,rookie,user_92033
4488,2019-09-30 16:59:58.890,rookie,user_4844
4489,2019-09-20 20:10:30.782,rookie,user_74942
4490,2019-07-14 19:36:05.365,rookie,user_60558
4491,2019-06-24 04:40:19.246,rookie,user_96414
4492,2019-09-11 21:31:27.723,rookie,user_53526
4493,2019-08-25 20:38:44.215,rookie,user_109967
4494,2019-07-26 23:32:29.440,casual,user_25424
4495,2019-05-21 14:30:19.176,casual,user_107207
4496,2019-05-26 21:42:11.389,rookie,user_21814
4497,2019-07-03 15:26:52.945,rookie,user_30107
4498,2019-06-27 22:53:10.571,casual,user_20277
4499,2019-08-24 16:56:47.093,rookie,user_34055
4500,2019-10-03 12:51:42.352,casual,user_40152
4501,2019-08-30 10:53:27.910,rookie,user_105428
4502,2019-09-09 22:19:49.980,casual,user_58412
4503,2019-09-01 20:22:17.494,casual,user_3665
4504,2019-07-16 06:53:06.942,player,user_41460
4505,2019-07-11 07:06:46.580,player,user_110553
4506,2019-09-05 02:26:43.534,casual,user_14285
4507,2019-07-30 05:10:25.340,rookie,user_21255
4508,2019-06-17 19:38:44.037,rookie,user_28512
4509,2019-08-30 09:31:47.379,rookie,user_28055
4510,2019-06-21 01:50:36.003,rookie,user_72892
4511,2019-09-06 08:00:47.943,rookie,user_83803
4512,2019-09-09 13:02:34.517,rookie,user_71348
4513,2019-09-25 23:29:21.429,rookie,user_106401
4515,2019-06-18 03:51:02.381,rookie,user_40743
4516,2019-07-23 21:31:57.649,casual,user_31850
4517,2019-09-07 15:42:13.097,casual,user_48039
4518,2019-06-15 22:06:55.721,rookie,user_21894
4519,2019-08-10 15:00:49.891,player,user_92457
4520,2019-06-15 00:08:44.366,rookie,user_37853
4522,2019-09-20 22:21:41.559,casual,user_107077
4523,2019-09-06 01:48:33.396,casual,user_87933
4524,2019-06-27 00:02:41.294,rookie,user_48920
4525,2019-08-11 21:12:35.617,rookie,user_12073
4526,2019-09-03 11:02:46.626,rookie,user_17707
4527,2019-10-03 15:15:25.822,rookie,user_41731
4528,2019-07-28 02:15:39.789,rookie,user_56280
4529,2019-06-22 09:00:13.386,rookie,user_88912
4530,2019-08-16 00:11:15.730,casual,user_12850
4531,2019-05-24 03:34:13.832,rookie,user_7030
4532,2019-09-06 19:38:13.122,rookie,user_6982
4533,2019-08-21 23:10:09.384,rookie,user_109967
4534,2019-09-07 20:02:25.409,rookie,user_70724
4535,2019-06-29 00:23:16.861,rookie,user_69492
4536,2019-06-26 07:21:51.096,casual,user_100392
4537,2019-08-26 09:54:42.101,rookie,user_51877
4538,2019-09-01 02:42:19.886,casual,user_96154
4539,2019-08-21 01:00:17.576,rookie,user_109967
4540,2019-09-21 18:40:52.259,player,user_82327
4541,2019-05-24 21:14:54.900,rookie,user_48542
4542,2019-07-04 06:31:30.558,rookie,user_3402
4543,2019-08-16 01:22:42.391,rookie,user_16675
4544,2019-09-07 07:17:56.626,rookie,user_7253
4545,2019-10-03 17:01:48.555,rookie,user_8226
4546,2019-07-16 05:57:44.451,player,user_41460
4547,2019-06-21 04:51:33.191,rookie,user_22473
4550,2019-07-05 14:03:29.927,casual,user_7003
4551,2019-06-24 08:47:10.532,rookie,user_76640
4552,2019-09-25 23:08:35.369,casual,user_41731
4553,2019-07-03 04:10:33.627,casual,user_14848
4554,2019-10-01 17:38:29.915,casual,user_74223
4555,2019-05-22 12:24:58.697,rookie,user_45120
4556,2019-09-05 13:29:04.746,rookie,user_12898
4557,2019-09-22 21:31:46.102,rookie,user_105421
4558,2019-08-21 10:48:10.712,rookie,user_57083
4559,2019-09-16 16:04:45.518,casual,user_102647
4561,2019-09-26 09:10:56.505,casual,user_41731
4562,2019-09-10 11:22:26.152,rookie,user_47099
4564,2019-09-11 17:26:17.572,casual,user_63400
4565,2019-05-18 06:21:24.646,rookie,user_68997
4566,2019-08-24 13:02:04.897,rookie,user_42448
4567,2019-08-17 01:34:19.586,rookie,user_79190
4568,2019-06-16 10:08:40.341,rookie,user_69669
4569,2019-09-18 11:05:26.259,rookie,user_64212
4570,2019-08-05 16:59:18.491,rookie,user_50087
4571,2019-06-30 15:44:30.264,casual,user_6368
4572,2019-08-03 02:45:45.353,rookie,user_37701
4573,2019-09-23 13:57:37.091,casual,user_19814
4574,2019-05-20 05:02:05.197,rookie,user_37957
4575,2019-07-12 22:35:47.147,rookie,user_27192
4578,2019-08-15 23:07:42.440,casual,user_762
4579,2019-07-07 11:17:56.272,casual,user_93306
4580,2019-08-01 01:04:22.568,rookie,user_46211
4581,2019-08-11 17:50:45.294,rookie,user_91073
4582,2019-07-24 05:06:36.269,whale,user_8590
4583,2019-07-21 14:35:33.782,rookie,user_109967
4584,2019-08-21 00:21:06.518,casual,user_41902
4585,2019-07-23 19:40:15.521,rookie,user_75049
4586,2019-10-04 02:38:29.549,player,user_107010
4587,2019-09-13 17:11:53.072,rookie,user_85970
4588,2019-09-05 20:59:05.752,rookie,user_73494
4589,2019-09-25 15:37:56.872,rookie,user_64306
4590,2019-07-19 14:31:07.732,casual,user_55554
4591,2019-07-06 22:28:13.421,casual,user_105431
4592,2019-07-24 02:18:25.099,rookie,user_44267
4593,2019-06-27 00:08:44.988,casual,user_61368
4594,2019-09-06 14:45:44.751,rookie,user_1555
4596,2019-07-06 02:03:23.058,player,user_8590
4597,2019-09-02 22:56:50.046,casual,user_79139
4598,2019-10-05 15:00:27.726,rookie,user_37380
4599,2019-10-01 03:01:32.841,rookie,user_104487
4600,2019-07-07 15:04:30.152,casual,user_78685
4601,2019-10-05 01:21:33.888,casual,user_22406
4602,2019-09-15 19:46:08.366,casual,user_40735
4604,2019-08-27 01:50:28.379,casual,user_77706
4605,2019-09-15 20:10:54.767,rookie,user_99402
4606,2019-09-29 08:20:05.601,rookie,user_17688
4607,2019-08-31 18:36:51.094,rookie,user_60332
4611,2019-08-22 09:38:08.100,rookie,user_17740
4612,2019-07-05 17:56:06.276,rookie,user_49261
4613,2019-08-05 15:22:57.116,rookie,user_74749
4614,2019-05-20 14:30:07.862,rookie,user_90097
4615,2019-07-16 08:31:59.661,rookie,user_87170
4616,2019-08-17 09:19:47.308,rookie,user_97197
4617,2019-07-13 13:56:43.653,rookie,user_47231
4618,2019-08-31 07:11:57.629,casual,user_10144
4619,2019-09-28 04:44:28.111,rookie,user_57430
4620,2019-07-16 02:54:29.010,rookie,user_99926
4621,2019-05-20 07:37:12.606,rookie,user_36841
4623,2019-07-25 18:07:39.714,rookie,user_51733
4624,2019-08-05 04:47:15.529,rookie,user_86399
4625,2019-09-12 09:10:30.393,rookie,user_70436
4626,2019-08-09 06:05:28.214,player,user_107918
4627,2019-07-18 18:16:30.211,rookie,user_55554
4628,2019-08-11 12:19:08.871,player,user_8558
4629,2019-09-23 21:22:22.601,casual,user_67212
4630,2019-09-06 15:12:00.651,casual,user_81687
4631,2019-09-27 14:22:52.912,casual,user_49684
4632,2019-07-20 08:04:33.159,rookie,user_102208
4633,2019-07-20 22:35:33.339,rookie,user_73420
4634,2019-09-27 04:23:05.532,rookie,user_13024
4635,2019-06-30 00:24:36.079,rookie,user_11780
4636,2019-06-29 22:33:55.794,rookie,user_53327
4637,2019-06-17 00:15:19.752,rookie,user_29476
4638,2019-09-23 04:29:01.961,rookie,user_102647
4639,2019-08-09 03:41:14.021,rookie,user_4675
4640,2019-08-21 14:21:48.165,casual,user_12350
4641,2019-08-28 03:24:38.323,rookie,user_15412
4643,2019-08-14 21:36:59.397,rookie,user_5161
4644,2019-08-17 10:54:41.821,player,user_92457
4645,2019-07-10 16:10:07.225,rookie,user_75049
4646,2019-08-04 08:09:57.295,player,user_10851
4647,2019-05-31 00:47:33.225,rookie,user_34503
4648,2019-08-12 02:52:56.723,casual,user_92457
4649,2019-08-08 20:39:17.617,rookie,user_79410
4650,2019-07-13 16:12:57.412,rookie,user_50805
4651,2019-07-11 20:10:18.196,rookie,user_36186
4652,2019-06-24 11:36:59.433,rookie,user_76640
4653,2019-08-26 12:53:00.630,rookie,user_102318
4654,2019-09-04 05:43:09.181,rookie,user_99492
4655,2019-05-22 01:07:48.377,rookie,user_38875
4657,2019-09-25 05:00:33.833,rookie,user_60332
4658,2019-08-12 05:31:54.069,player,user_4567
4659,2019-09-14 15:16:58.747,player,user_2423
4660,2019-08-16 02:05:20.763,rookie,user_15412
4661,2019-07-07 23:58:38.949,rookie,user_45341
4662,2019-08-23 10:46:28.680,rookie,user_93850
4663,2019-06-11 10:21:25.918,casual,user_41306
4664,2019-09-11 16:42:49.581,casual,user_2543
4665,2019-06-23 02:59:37.816,rookie,user_102404
4666,2019-10-09 09:48:54.212,rookie,user_52917
4667,2019-08-16 01:52:28.722,rookie,user_103411
4669,2019-09-02 15:10:08.009,casual,user_76894
4671,2019-07-01 11:00:48.945,rookie,user_43082
4672,2019-08-13 11:14:49.406,rookie,user_102167
4673,2019-09-02 17:42:57.121,rookie,user_89556
4674,2019-09-10 15:26:21.254,player,user_58133
4675,2019-08-14 18:27:55.874,rookie,user_16115
4676,2019-07-02 07:48:17.603,rookie,user_95973
4677,2019-08-11 17:37:23.784,rookie,user_47058
4678,2019-10-02 20:00:10.112,player,user_19479
4679,2019-07-22 01:13:30.498,rookie,user_30253
4682,2019-09-21 04:34:42.728,rookie,user_67787
4683,2019-06-21 02:42:44.468,rookie,user_73228
4684,2019-06-09 14:21:34.731,rookie,user_47635
4685,2019-10-03 21:27:37.614,casual,user_41731
4686,2019-08-24 11:17:19.881,casual,user_84837
4687,2019-08-27 02:57:12.040,casual,user_91088
4688,2019-07-09 22:44:31.008,rookie,user_50149
4689,2019-08-19 20:30:34.995,rookie,user_95720
4690,2019-06-23 05:04:41.654,casual,user_68563
4691,2019-09-09 08:15:50.775,casual,user_103630
4692,2019-07-02 22:57:41.006,rookie,user_14848
4693,2019-08-19 03:22:28.688,rookie,user_71677
4694,2019-07-10 23:16:00.844,rookie,user_39064
4695,2019-07-04 00:31:23.946,rookie,user_45315
4696,2019-05-31 13:29:51.921,rookie,user_53890
4697,2019-08-09 23:44:40.031,rookie,user_33614
4699,2019-08-08 02:05:00.706,casual,user_92457
4700,2019-09-04 11:12:53.151,rookie,user_109967
4701,2019-07-30 00:45:17.726,rookie,user_43410
4702,2019-09-24 22:19:07.674,casual,user_19479
4703,2019-08-19 23:29:44.311,casual,user_109967
4704,2019-08-13 04:30:18.350,casual,user_54730
4705,2019-06-01 12:52:54.126,rookie,user_16602
4706,2019-07-28 13:03:24.781,rookie,user_86399
4707,2019-09-04 06:09:25.686,rookie,user_99492
4708,2019-08-24 10:06:38.096,rookie,user_18210
4709,2019-08-15 13:12:33.657,player,user_75783
4711,2019-07-09 10:54:45.769,casual,user_34202
4712,2019-06-15 13:20:56.403,rookie,user_79365
4713,2019-07-31 20:40:37.039,casual,user_109777
4714,2019-06-28 09:07:20.254,rookie,user_6368
4715,2019-05-22 07:30:55.936,rookie,user_40030
4716,2019-09-06 00:38:55.448,whale,user_57454
4717,2019-07-07 08:33:49.802,casual,user_97454
4719,2019-07-19 14:31:33.309,casual,user_62849
4720,2019-09-05 17:52:42.198,rookie,user_55025
4721,2019-07-11 04:26:45.049,rookie,user_4296
4723,2019-09-27 05:24:16.566,rookie,user_73854
4724,2019-07-10 17:51:45.189,rookie,user_8590
4725,2019-07-16 22:05:36.196,rookie,user_60715
4726,2019-10-04 10:19:31.352,player,user_44148
4727,2019-08-02 21:53:16.463,casual,user_43731
4728,2019-08-19 23:02:21.693,player,user_4675
4729,2019-10-05 17:52:41.058,casual,user_23256
4731,2019-06-13 19:36:09.212,rookie,user_18923
4732,2019-10-02 10:05:08.439,player,user_8558
4733,2019-09-06 09:43:49.051,casual,user_31850
4734,2019-07-24 00:15:16.203,rookie,user_54564
4735,2019-08-08 01:46:52.330,casual,user_97935
4736,2019-09-16 01:35:15.839,casual,user_40152
4737,2019-09-28 14:28:54.894,rookie,user_42846
4739,2019-09-18 00:35:15.570,casual,user_22222
4741,2019-08-29 03:11:35.168,rookie,user_85930
4742,2019-07-01 03:53:25.941,rookie,user_94953
4744,2019-09-25 19:35:21.888,casual,user_109745
4745,2019-08-17 13:36:55.910,rookie,user_99250
4746,2019-09-08 15:03:07.320,casual,user_55034
4747,2019-09-09 20:36:22.013,rookie,user_42884
4748,2019-09-29 10:39:39.787,player,user_73854
4749,2019-10-04 01:19:21.073,rookie,user_71677
4750,2019-09-09 05:02:05.627,rookie,user_38166
4751,2019-09-04 18:57:09.622,rookie,user_73494
4752,2019-10-07 11:09:17.957,rookie,user_4050
4753,2019-08-09 23:20:51.959,rookie,user_33542
4754,2019-08-10 15:09:25.155,rookie,user_77414
4755,2019-07-01 00:03:40.075,rookie,user_109185
4756,2019-07-16 20:43:19.209,rookie,user_31686
4757,2019-07-01 05:28:13.688,rookie,user_96401
4758,2019-09-29 11:01:25.246,rookie,user_8226
4759,2019-06-30 14:06:48.030,casual,user_13114
4760,2019-06-05 20:39:59.058,rookie,user_33150
4761,2019-09-06 05:11:27.325,rookie,user_37380
4762,2019-09-04 07:41:10.959,rookie,user_45684
4763,2019-07-08 00:52:37.192,rookie,user_34202
4764,2019-06-16 20:50:43.044,rookie,user_62343
4765,2019-08-01 04:04:53.889,rookie,user_70386
4766,2019-08-24 02:57:46.238,rookie,user_18210
4767,2019-10-07 01:23:29.356,rookie,user_109956
4768,2019-09-29 04:19:43.742,rookie,user_73918
4769,2019-08-22 14:28:38.784,rookie,user_68282
4770,2019-08-04 18:14:25.273,rookie,user_4675
4771,2019-08-09 03:21:40.296,rookie,user_109665
4772,2019-09-22 02:31:19.750,rookie,user_65109
4773,2019-08-29 22:13:41.317,rookie,user_70724
4774,2019-08-15 17:10:03.350,rookie,user_52836
4775,2019-06-23 16:35:45.960,rookie,user_22436
4776,2019-09-17 05:58:38.137,rookie,user_71633
4777,2019-08-30 20:57:47.126,rookie,user_64760
4778,2019-07-23 10:58:32.753,casual,user_34202
4779,2019-07-30 23:01:52.020,rookie,user_49690
4780,2019-09-08 20:46:55.236,rookie,user_109967
4781,2019-09-22 04:31:43.034,rookie,user_34141
4782,2019-09-15 20:01:30.263,casual,user_81118
4783,2019-09-17 22:13:08.574,rookie,user_41731
4784,2019-07-06 13:13:40.742,rookie,user_44961
4785,2019-10-08 21:06:34.928,rookie,user_41731
4786,2019-09-06 09:39:26.978,rookie,user_71677
4787,2019-08-20 07:56:56.282,rookie,user_6241
4788,2019-09-06 18:36:06.050,rookie,user_16558
4789,2019-06-25 17:10:06.737,player,user_14751
4790,2019-09-10 14:02:17.316,rookie,user_64112
4792,2019-08-18 18:10:51.335,casual,user_102190
4793,2019-10-01 21:47:02.175,casual,user_31317
4794,2019-06-08 05:43:55.187,rookie,user_74069
4795,2019-09-08 19:18:48.337,casual,user_27035
4796,2019-10-02 23:34:30.643,casual,user_49684
4797,2019-07-24 15:21:58.774,casual,user_49684
4798,2019-08-15 22:01:34.418,rookie,user_67787
4799,2019-07-29 01:27:06.511,rookie,user_80323
4800,2019-06-11 20:08:57.862,rookie,user_85436
4801,2019-10-03 05:50:40.526,rookie,user_94323
4802,2019-09-05 05:26:12.143,rookie,user_73494
4803,2019-07-09 14:39:20.010,rookie,user_16537
4804,2019-10-07 06:20:35.147,rookie,user_109859
4805,2019-08-19 20:28:58.761,rookie,user_30642
4806,2019-05-29 02:53:31.656,rookie,user_46761
4807,2019-07-06 12:50:21.555,rookie,user_102904
4808,2019-08-08 15:31:46.145,casual,user_75089
4809,2019-06-19 15:31:02.279,rookie,user_21894
4810,2019-07-25 21:14:33.795,rookie,user_60117
4812,2019-06-08 08:34:28.419,rookie,user_80801
4813,2019-08-23 19:06:01.630,rookie,user_30642
4814,2019-06-22 21:20:51.103,rookie,user_28162
4815,2019-08-02 02:05:16.191,rookie,user_54564
4816,2019-07-31 19:35:07.022,rookie,user_32012
4817,2019-10-06 18:45:25.933,rookie,user_48276
4818,2019-07-16 08:19:26.653,rookie,user_63139
4820,2019-07-31 20:33:34.479,casual,user_54730
4821,2019-08-26 13:04:33.204,rookie,user_7558
4822,2019-06-22 07:09:57.658,rookie,user_81707
4823,2019-08-08 18:26:20.770,rookie,user_76385
4825,2019-07-11 10:36:28.027,rookie,user_30765
4827,2019-07-09 20:40:31.099,rookie,user_34114
4828,2019-06-26 09:16:07.150,casual,user_53529
4829,2019-10-02 12:29:04.602,rookie,user_982
4830,2019-08-08 08:24:27.076,rookie,user_71677
4831,2019-06-19 16:53:03.523,rookie,user_100238
4832,2019-07-22 09:53:07.237,rookie,user_25424
4833,2019-09-15 12:16:39.133,casual,user_40605
4834,2019-10-10 15:09:29.007,player,user_17460
4835,2019-09-07 01:18:49.457,rookie,user_8226
4836,2019-07-10 06:14:11.340,rookie,user_28162
4837,2019-05-24 05:33:19.592,rookie,user_100128
4838,2019-06-06 22:39:41.333,rookie,user_79301
4839,2019-10-05 00:46:51.842,casual,user_61235
4840,2019-09-20 13:28:30.666,casual,user_97197
4841,2019-06-28 07:24:24.792,rookie,user_32149
4842,2019-08-25 02:02:35.932,rookie,user_64048
4843,2019-10-03 01:19:49.674,rookie,user_4630
4844,2019-09-01 14:15:46.347,rookie,user_87688
4845,2019-08-29 18:25:30.432,casual,user_80613
4846,2019-10-04 22:07:56.022,rookie,user_30463
4847,2019-09-14 03:58:52.798,casual,user_57454
4848,2019-06-25 23:08:15.260,rookie,user_66237
4849,2019-08-28 22:00:47.723,casual,user_52418
4850,2019-06-08 13:35:05.523,rookie,user_66073
4851,2019-09-01 18:28:34.086,rookie,user_64048
4852,2019-09-12 05:52:50.943,casual,user_53915
4853,2019-08-02 22:20:16.585,player,user_10851
4854,2019-09-04 05:41:48.946,rookie,user_99492
4855,2019-08-19 14:21:17.588,rookie,user_91301
4856,2019-08-08 08:35:23.475,rookie,user_17622
4857,2019-05-18 03:47:46.264,casual,user_102679
4858,2019-08-17 08:00:15.103,casual,user_63032
4859,2019-06-28 01:10:49.728,rookie,user_45678
4861,2019-08-29 04:53:22.491,rookie,user_97197
4862,2019-10-04 23:19:53.753,rookie,user_59589
4863,2019-09-07 20:22:21.869,player,user_13421
4864,2019-10-03 02:56:37.923,rookie,user_41731
4866,2019-09-19 05:19:24.928,rookie,user_97197
4867,2019-09-08 22:30:20.052,rookie,user_109967
